beneficiary,vintage_year,total_volume
lustrumreis Almaty,2016,26.0
SODAI S.p.A.,2009,26.0
Maria Farinha Filmes,2015,26.0
Andrea Koza free-lancer,2010,26.0
Desfile do Galo da Madrugada - 10/02/2024,2008,26.0
CARBONFREE - AM,2020,26.0
Jin Quan,2014,26.0
TEDxKingsPark,2014,26.0
Wates - Ysgol Delyn,2016,26.0
ALADDIN CONTAINER CO,2016,26.0
SLB,2007,26.0
Boomerang Viajes,2007,26.0
One Sailing Finland Oy,2018,26.0
Fonds immobilier de solidarité FTQ,2016,26.0
Pollux Sport AG,2007,26.0
"Sonda, SA Panamá",2016,26.0
Grosvenor Services Ltd,2013,26.0
Qwintess NV,2016,26.0
FEP MAQ SA,2020,26.0
ALISPED INDIA PVT LTD,2017,26.0
Offsetting for CSR and Social Innovators Forum 2016,2012,26.0
DEKALDEN SRL,2022,25.0
Sustainable Action Conference 2024,2021,25.0
Associação Brasileira das Empresas de Cartões de Crédito e Serviços,2011,25.0
"SHENZHEN SOURCE SENSOR TECHNOLOGY CO., LTD.",2016,25.0
Geraldine Schroder,2011,25.0
Fiorino Architect LLC,2011,25.0
DIAMOND GLOBAL FORWARDER,2016,25.0
Network Digital Communications Ltd,2018,25.0
Rückerconsult GmbH,2010,25.0
Parallel Planes Pty Ltd T/A MyMetaverse,2016,25.0
John Versfeld & Family of John Versfeld,2017,25.0
CadDo Ltd,2018,25.0
ENTEGA Plus GmbH Kunde: DIRKRA Sondermaschinenbau GmbH & Co.KG,2012,25.0
HealthNetConnections Ltd,2019,25.0
Unify,2013,25.0
Picture This,2015,25.0
DFROST GmbH & Co. KG,2010,25.0
0x7692MuchCO2,2009,25.0
Qingdao Sinotrans Intelligent Logistics Company Limited,2020,25.0
CENTER FOR ENVIRONMENTAL PROTECTION AND RESPONSE TO CLIMATE CHANGE,2013,25.0
Jürgen Schwaiger,2013,25.0
LAUFER GROUP INTERNATIONAL LTD,2017,25.0
NRMA,2012,25.0
Trasmediterranea,2011,25.0
HOUSE OF TRAVEL,2021,25.0
Heimtex Produktions & Service GmbH,2021,25.0
SPIRAX-SARCO INDUSTRIA E COMERCIO LTDA,2015,25.0
XiaoChun Liu,2008,25.0
Spiecapag MOSA JV Ltd,2014,25.0
Tite-Fix Limited,2016,25.0
Climate Heroes - 20.09.08,2018,25.0
Bottega Coco Pty Ltd (ABN: 35 741 150 625),2016,25.0
CHRISTINA QUAST,2009,25.0
EMIRATES LOGISTICS LLC,2016,25.0
JEHOVAH JIREH FREIGHT SYSTEMS,2016,25.0
SHENZHEN DACHUAN INTL FREIGHT CO,2016,25.0
Environmental and Social Impact Monitor Ltd,2015,25.0
Climate Heroes - 21.10.19,2018,25.0
Climate Heroes - 22.01.28,2018,25.0
Climate Heroes - 22.07.21,2018,25.0
AKON Aktivkonzept,2012,25.0
Brian Martalus,2015,25.0
Parallel Planes Pty Ltd T/A MyMetaverse,2017,25.0
AS Brdr Michaelsen,2018,25.0
Bower Collective,2014,25.0
MS VENTURE PTE LTD,2010,25.0
Virgel Technology AB,2016,25.0
Gebze Ticaret Odası,2013,25.0
Open Lines Marketing,2019,25.0
MÓDULO CAPITAL GESTÃO DE RECURSOS LTDA.,2015,25.0
GUANGZHOU NOBLE INTL LOGISTICS,2016,25.0
FUJIAN HUANONG FOOD CO LTD,2016,25.0
Incisive Media,2011,25.0
"NASUWT, the Teachers’ Union",2016,25.0
"Mr Goh Hai Teck (530356, #01-787 )",2010,25.0
Dirk Neurath,2013,25.0
Jill Schroder,2004,25.0
JF CITRUS AGROPECUARIA S A-08.104.691/0032-81,2017,25.0
Casas Cantabricas,2021,25.0
LAB PIERRE FABRE DO BR,2015,25.0
BCC Business Communications Consulting GmbH,2017,25.0
Imprimerie Précigrafik Inc.,2018,25.0
"CAIXABANK ADVANCED BUSINESS ANALYTICS, S.A.U",2019,25.0
Stand For Trees Sep,2012,25.0
Exelon Generation Company,2015,25.0
NIPPON EXPRESS INDIA,2016,25.0
SELI OVERSEAS SHIPPING LLC,2016,25.0
PRIMY OCEAN AIR LOGISTICS CO LTD,2016,25.0
DSV PERSHIP PVT LTD,2016,25.0
SODAI S.p.A.,2013,25.0
Global Produce GmbH,2017,25.0
Julia Hespers und Jens Schöning,2015,25.0
iMotions,2012,25.0
Climate Heroes - 22.04.28,2018,25.0
Verantwortlich Zukunft gestalten,2012,25.0
SIN WEI TECHNOLOGY PTE LTD,2010,25.0
Enjin,2016,25.0
Weber & Bletzer Immobilien GmbH,2016,25.0
Fabin Rasheed,2020,25.0
DFV Frischetag,2010,25.0
ANDES LOGISTICS DE CHILE SA,2016,25.0
A2 S.I. ASSESSORIA EMPRESARIAL LTDA.,2012,25.0
"Cascione, Pulino e Boulos – Sociedade de Advogados",2015,25.0
NWG Energia,2015,25.0
Carbon 2018,2008,25.0
"Carbonstop(Beijing)Tech Co.,Ltd",2006,25.0
CO2-Ausgleich der HEAG HOLDING AG - Beteiligungsmanagement der Wissensschaftsstadt Darmstadt (HEAG) aus dem Energie- und Klimabericht 2020,2012,25.0
Hawson Consulting Pty Ltd,2021,25.0
René Waldhör,2017,25.0
aha für Klimaschutz,2017,25.0
Captain's Choice Pty Ltd,2018,25.0
On behalf of Patch's customers and/ or their End User,2019,25.0
Senversa,2013,25.0
0x266ced0b632E05685e42a79794729202B5B3C7d9,2018,25.0
Dr. Stefan Schramm,2017,25.0
Bregal Investments LLP,2017,25.0
Hitachi High- Tech Science Corporation,2019,25.0
Social Capital Markets Conference,2008,25.0
Climate Heroes - 21.08.19,2018,25.0
medisport,2007,25.0
Turkish Airlines,2012,25.0
Four Fin Creative LLC,2019,25.0
CELLULARLINE S.p.A.,2018,25.0
FIGARO INTERNATIONAL SHIPPING LIMITED,2016,25.0
LIANYUNGANG ZHENHUA INTERNATIONAL SHIPPING AGENCY CO,2016,25.0
Fly Away Ballooning LTD,2014,25.0
SOMUS CAPITAL LTDA ( EMISSÕES 2023 ) 49.164.907/0001-85,2014,25.0
GRAND RENDEZ-VOUS DES RF ET AGA,2010,25.0
Lourenço Tigre,2012,25.0
Environmental and Social Impact Monitor Ltd,2017,25.0
Claritas Solutions Ltd,2020,25.0
the Bobinskas family,2014,25.0
GOOD SERVICE SA,2020,25.0
SAINT GOBAIN,2019,25.0
"MATTHEIS BORG ADMINISTRAÇÃO, PARTICIPAÇÕES, COMÉRCIO E INDÚSTRIA LTDA",2015,25.0
Metanoia,2020,25.0
Matrix ABC Ltd,2015,25.0
Henkel,2011,25.0
BANCO DE LA PROVINCIA DE CORDOBA SA,2010,25.0
Thomas Legrand EIRL,2011,25.0
SUSTAINABLE CARBON - PROJETOS AMBIENTAIS LTDA.,2010,25.0
Fujitsu UK,2021,25.0
Epar Pty Ltd,2021,25.0
Pernod Ricard UK Ltd,2017,25.0
EcoSoul customers,2013,25.0
A. Proctor Group Limited,2005,25.0
"Slovenský plynárenský priemysel, a.s. (SPP)",2020,25.0
CHANNEL FREIGHT SERVICES I PVT LTD,2016,25.0
Soc Agricola y Comercial Ltda,2009,25.0
Grupo Estrategia,2015,25.0
Unify,2014,25.0
ZHEJIANG DEK LOGISTICS,2016,25.0
Jörg Franz,2012,25.0
Network Digital Communications Ltd,2017,25.0
Planet Moja,2015,25.0
Agnes Advokatbyrå AB,2016,25.0
Inke Packaging Pty Ltd,2018,25.0
Logicly Pty Ltd,2018,25.0
Whitehouse Finance Management Ltd,2016,25.0
Convex Group Limited,2014,25.0
Tim Newman,2019,25.0
CadDo Ltd,2013,25.0
Kairos Design,2010,25.0
CadDo Ltd,2017,25.0
Pernod Ricard UK Ltd,2019,25.0
Pernod Ricard UK Ltd,2013,25.0
Geraldine Schroder,2003,25.0
Casas Cantabricas,2020,25.0
"GH Legal, Günes & Hamdan Rechtsanwälte PartGmbB",2013,25.0
Grupo BITTENCOURT,2011,25.0
"The souvenir of the NIEL for 24 participants completed the course on February 22 to 23, 2025 and March 1 to 2, 2025",2012,25.0
"Yibin Dejia Energy Technology Co., Ltd.",2016,25.0
"DONG FANG INTERNATIONAL CONTAINER (QIDONG) CO., LTD.",2016,25.0
Fenix Freight Limited.,2016,25.0
SFNZP0003,2016,25.0
Auto Body Professionals Club Limited,2007,25.0
As Oy Juli Leppävaaran Atleetti,2015,25.0
"Cititrans (Shenzhen) International Logistics Co., Ltd",2016,25.0
GRANDSTONE TYRE CO LTD,2016,25.0
El Cauchero Hotel,2019,25.0
The Energy Project Pty Ltd,2015,25.0
DETLEF KULLMANN EDUCATION,2015,25.0
Cruise San Diego,2016,25.0
Hilton Customers for Carbon Neutral Meetings January 2024,2011,25.0
PINGYE FOREIGN TRANSENVPORTATION CORP,2016,25.0
Integrity Software Systems Ltd,2019,25.0
Daisy Global Ltd,2017,25.0
Orica Brasil Ltda. - Visita RMT ao Brasil,2014,25.0
Dumos Social,2020,25.0
HYDRO PLANTSCAPES PTE LTD,2011,25.0
Niche Interior Pte Ltd,2010,25.0
Tour Easy Travel Company Ltd,2016,25.0
Glen Cleaning Company Ltd,2013,25.0
MERIDIAN GLOBAL SHIPPING LOGISTICS & PRIVATE LIMITED,2017,25.0
ECU WORLDWIDE (PHILIPPINES) INC,2017,25.0
Croatian Wood Cluster,2012,25.0
CNN,2020,25.0
Roots for Sustainability (R4S),2018,25.0
17º CMEP – Congresso de Meios Eletrônicos de Pagamento,2014,25.0
"Shenzhen Wencan Technology Co., Ltd.",2016,25.0
Leigh Designs,2017,25.0
Australian Council for Healthcare Standards,2017,25.0
PACIFIQUE GESTION ET DEVELOPPEMENT,2015,25.0
Stand For Trees June,2012,25.0
Kingraf Indústria Gráfica,2011,25.0
TIANJIN JINGE INTL TRADE CO LTD,2016,25.0
UNITEX INT'L FORWARDING (HK) LTD.,2016,25.0
Turkish Airlines,2014,25.0
Seda Energie GmbH,2013,25.0
Climate Heroes - 21.05.21,2018,25.0
MCST NO. 1822,2010,25.0
Angelo Vasino S.p.A.,2013,25.0
Dan DeNorch,2017,25.0
on behalf of customer 10431,2009,25.0
Huntingdon Manor Hotel,2016,25.0
AIROCEAN CARGO SA,2016,25.0
Turkish Airlines,2018,25.0
Maria Farinha Filmes,2010,25.0
"LCL – Génie, Environnement & Développement Durable",2016,25.0
Franz Wegener GmbH & Co. KG,2012,25.0
OUROMAR LOGISTICA E TRANSPORTES LTDA,2014,25.0
Hitachi High- Tech Corporation,2015,25.0
Jürgen Schwaiger Kaminkehrermeister,2013,25.0
FREIGHT LINKS INTERNATIONAL PVT LTD,2017,25.0
RAIZEN ENERGIA S A-08.070.508/0065-32,2017,25.0
ACRISSUL – ASSOCIAÇÃO DE CRIADORES DE MS,2012,25.0
Meta - WhatsApp Business,2011,25.0
Davis Family,2006,25.0
TET Limited,2022,25.0
Wales and West Utilities,2017,25.0
OpÃ©ration Nez Rouge,2010,25.0
Green Energy Group,2016,25.0
ENVISION EXIM INTERNATIONAL,2016,25.0
TROPICOIR LANKA PVT LTD,2016,25.0
Ponie Conie,2008,25.0
WINSYS LOGISTICS INC,2016,25.0
Climate Heroes - 20.12.10,2018,25.0
Climate Heroes - 21.02.18,2018,25.0
CASACOR,2014,25.0
Allianz Asset Management GmbH,2016,25.0
Est e ban,2016,25.0
Ronit Capital LLP,2008,25.0
Indonesia Future of Climate Summit 2023,2010,25.0
Enjin,2015,25.0
Mabeyn Kaleiçi Restoran Tur. Ltd. Şti.,2013,25.0
Yellow Edge,2018,25.0
CAROZPLUS LOGISTICS (SHANGHAI) LTD-SHENZHEN BRANCH,2016,25.0
LuckyLucky International Supply Chain Co Ltd,2016,25.0
GATEWAY GLOBAL LOGISITCS (HK) LTD,2016,25.0
iSEC Group AB,2017,25.0
Evento - HPN,2014,25.0
PECK PRODUÇÕES E EVENTOS LTDA ( Clássicos do Brasil 2023 ) - 05.198.962/0001-10,2014,25.0
PORTO,2016,25.0
Direct Travel Inc,2017,25.0
Wales and West Utilities,2019,25.0
DIANA BIOENERGIA AVANHANDAVA SA-45.902.707/0001-21,2017,25.0
Bentley Salt Lake,2018,25.0
TET Limited,2019,25.0
Southern Aqua Seafoods Ltd.,2021,25.0
China Carbon Neutral Action Alliance,2016,25.0
Banco de Crédito del Perú - Agencia LAB,2020,24.0
"重庆鑫仕达包装设备有限公司 Chongqing Sinstar Packaging Machinery Co., Ltd.",2010,24.0
"KRONBAUER, GUTTMAN E LORENZ ENGENHARIA",2015,24.0
Climate Heroes - 21.03.18,2018,24.0
Porsche Brasil Importadora de Veículos LTDA,2015,24.0
Green Future Project,2016,24.0
RATP,2009,24.0
Navegue Temporada,2013,24.0
ANZRP,2018,24.0
Stand for Trees Q4 2023,2014,24.0
Enagás Transporte SAU,2010,24.0
VDS 2024,2019,24.0
Stanton Williams Ltd,2014,24.0
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,2014,24.0
Stand For Trees Oct,2016,24.0
Jarlan Perez,2009,24.0
Jebel Ali School F1 Teams,2022,24.0
L'Oreal,2012,24.0
Thirsk,2016,24.0
Molkerei Gropper GmbH & Co. KG,2016,24.0
Odile Newman,2019,24.0
Randstad Argentina,2011,24.0
"SHENZHEN JOY LUCK INTERNATIONAL FREIGHT FORWARDING CO.,LIMITED",2016,24.0
HEBEI AIRSEA LOGISTICS LTD,2016,24.0
Better APC,2018,24.0
Carissa Ralbovsky,2015,24.0
Onisha AB,2016,24.0
Anna Catharina Dahlmark,2016,24.0
Elle Lim Chan,2016,24.0
BLEDINA SA,2009,24.0
Can Grup Plastik San. ve Tic. Ltd. Şti.,2013,24.0
XELS Japan,2016,24.0
Bentley Greenwich,2016,24.0
OceanEvent GmbH,2012,24.0
The Cigarette Surfboard Film,2019,24.0
Banco BTG Pactual,2015,24.0
Up2You Srl SB,2015,24.0
p.l.i. solutions GmbH,2021,24.0
Regents Park Estate-391 Park Rd Regents Park,2020,24.0
E Linghong,2015,24.0
Gu Qiu sheng,2014,24.0
"The GHG emissions generated from the Whisky Live Macau on October 11 to 13, 2024",2012,24.0
De La Rue International,2009,24.0
Naturgy,2003,24.0
OLIMP JSC,2016,24.0
Zordan srl sb,2012,24.0
BEYOND SOCIAL SERVICES #01-42/52,2010,24.0
Anna Christina SkÃ¶ldmark,2016,24.0
Sam Booth,2019,24.0
CAROLI COM,2018,24.0
PSM CELADA Fasteners,2018,24.0
SHENZHEN HAIYUAN INTL LOGISTICS CO SHENZHEN BRANCH,2016,24.0
ORIENT INTERNATIONAL TRANSPORTATION,2016,24.0
PECK PRODUÇÕES E EVENTOS LTDA ( PRIO Blues & Jazz Festival 2023 ) - 05.198.962/0001-10,2014,24.0
CINTECHCO TECHNOLOGIES PTE LTD #04-14,2011,24.0
BR Partners Logística Internacional LTDA,2012,24.0
ecoistics.institute,2020,24.0
DEKALDEN SRL,2020,24.0
TTP TECHNOLOGIES PVT LTD,2017,24.0
ALIAXIS,2019,24.0
Wang Bin,2014,24.0
OOH!MEDIA LIMITED,2017,24.0
MetLife Australia,2015,24.0
Retail purchase for CRED,2009,24.0
Rye Bay Capital LLP,2017,24.0
Moorlands Fuels Limited,2017,24.0
Green Fuel Club - July 2023,2017,24.0
M&Z INTERNATIONAL FREIGHT FWD CO,2016,24.0
Climate Heroes - 21.05.14,2018,24.0
Sundt Air AS Oslo Norway,2018,24.0
Greenstory Inc,2014,24.0
Christoph Trah,2016,24.0
MING KEE UMBRELLAS FACTORY PTE LTD,2010,24.0
Est E Ban AB,2016,24.0
Schornsteinfegerhandwerk e.V.,2010,24.0
Enedis,2009,24.0
Pack Fulfilment Ltd,2018,24.0
SIMEX ASIA PACIFIC PTE LTD,2011,24.0
Push Matcha,2012,24.0
GREENWORLD SHIPPING SDN BHD,2017,24.0
CNOOC Power Investment Co.，Ltd,2013,24.0
TWM TRANSPORTES ESPECIAIS LTDA,2012,24.0
Renault,2011,24.0
Banco ABC,2011,24.0
Wang Deng chang,2014,24.0
CHIYODA SHOJI,2018,24.0
Logicalis Brasil,2011,24.0
TIANJIN HABILE LOGS CO LTD,2016,24.0
GEODIS OVERSEAS PVT LTD,2016,24.0
Bijl Architecture,2017,24.0
Center for Resource Solutions (CRS),2007,24.0
Climate Heroes - 22.05.06,2018,24.0
Privatpersoner Mars 2020,2016,24.0
LOW WAH CHAY,2011,24.0
Burckhardt Compression Singapore Pte Ltd (627775),2010,24.0
Indie Capital Investimentos Ltda,2012,24.0
Ecuacentair FBO,2015,24.0
SAHABAT PACIFIC TRANS,2017,24.0
Hudson Gavin Martin,2011,24.0
HEAG HOLDING AG - Beteiligungsmanagement der Wissensschaftsstadt Darmstadt,2012,24.0
Stand For Trees January,2021,24.0
OceanEvent GmbH,2021,24.0
CPA Australia Ltd,2020,24.0
Cerelaes Quiemú - Unidad Operativa Cyagro SA,2010,24.0
China Real Estate Chamber of Commerce Hong Kong and International Chapter Limited,2021,24.0
Arthur Vernacci,2021,24.0
Maria Farinha Filmes,2003,24.0
TMS LOGISTICS,2016,24.0
CARGOLINKS,2016,24.0
CHAKIAT AGENCIES,2016,24.0
Gail Ambrosius,2007,24.0
LE PROJET ECORESPONSABLE DE L’OPÉRATION NEZ ROUGE,2017,24.0
Aaron White,2015,24.0
Dinler Çivi Boya Mad.Ürün.San.Tic.Ltd.Ş Ti,2013,24.0
SHANDONG SMART INTERNATIONAL LOGISTICS CO LTD,2016,24.0
natureOffice - various customers,2020,24.0
Institute of Sustainability and Technology Limited,2016,24.0
ENEDIS,2019,24.0
Singtel,2020,24.0
Icov Costruzioni S.r.l.,2009,24.0
The Independent Order of Oddfellows Manchester Unity Friendly Society Limited,2021,24.0
TWM TRANSPORTES ESPECIAIS LTDA,2018,24.0
Alan Waterfield,2010,24.0
Green Fuel Club - June 2023,2017,24.0
Red Rock Audubon,2017,24.0
Bio-D,2011,24.0
NIDRAN ART EXPORT,2016,24.0
MRL TYRES LIMITED,2016,24.0
EXPOLANKA FREIGHT PVT LTD,2016,24.0
Compagnia dei Viaggiatori,2019,24.0
Biohotel Mani-Sonnenlink,2010,24.0
Sweco Environment,2016,24.0
Nokas Security AB,2015,24.0
Sealand Projects Ltd,2012,24.0
XIAMEN TRANS-CHINA LOGISTICS CO LTD,2016,24.0
"Compensation of international travels of EKOenergyâ€™s employees, volunteers and trainees",2014,24.0
S&P Dow Jones Indices e B3,2016,24.0
DE CHENG XIN XING TRADING PTE LTD - #01-40,2010,24.0
corelegal Rechtsanwälte Barth+Järkel Partnerschaft mbB,2014,24.0
Ambipar Group - Canada - CES,2008,24.0
Carbon Tracker,2021,24.0
HYUNDAI,2019,24.0
Lovemore Mubata,2018,24.0
Greenarc Energy Ltd,2004,24.0
0,2014,24.0
"SHANGHAI SOLID STAINLESS STEEL PRODUCTS CO., LTD",2019,24.0
Sembcorp Power Pte Ltd And Nee Soon South Citizens' Consultative Committee,2016,24.0
RAIZEN CENTRO-SUL PAULISTA S.A - 49.213.747/0118-28,2014,24.0
KULOTHUNGA FREIGHT SYSTEMS,2016,24.0
on behalf of customer 10080,2012,24.0
Institute of Sustainability and Technology Limited,2017,24.0
Stand For Trees January,2015,24.0
Tubman AB,2015,24.0
PT UDARA UNTUK SEMUA (FAIRATMOS),2010,24.0
Edmond,2013,24.0
Programa Vivenda,2011,24.0
Magic Cloud Oy,2007,24.0
FK TECH SRL,2020,24.0
V ARJOON SHIPPING PVT LTD,2017,24.0
Jungle IT,2021,24.0
"Shenzhen Dongshengxuri Electronic Co., Ltd.",2017,24.0
corelegal Rechtsanwälte Barth+Järkel Partnerschaft mbB,2017,24.0
Begovácz  István,2011,24.0
L'Oreal,2011,24.0
JOMAGA PARTICIPACOES LTDA,2015,23.0
XIAMEN AT SUPPLY CHAIN MGT CO LTD,2016,23.0
EASTRONG INTERNATIONAL LOGISTICS CO,2016,23.0
QMT INDUSTRIAL & SAFETY PTE LTD 36 #01-40,2010,23.0
on behalf of customer 10727,2007,23.0
John Rastrick - Personal Carbon Footprint,2008,23.0
Mark Woodward - Personal Carbon Footprint,2008,23.0
Euro İntem Fast Food Turizm Müşavirlik İnşaat Tekstil İth. İhr. İmal. Ltd. Şti.,2013,23.0
Quality by Randomization Ltd (T/A Protas),2013,23.0
11th Hour Racing,2012,23.0
SIEMENS ENERGY TRANSFORMERS SRL,2012,23.0
ALLI LOGISTICA INTEGRADA LTDA,2015,23.0
Stand For Trees Dec,2016,23.0
Deco Beheer BV 2013,2012,23.0
AtomicHub for Jan 2022,2017,23.0
Aindo SpA,2018,23.0
ENGRAW,2009,23.0
JMR FREIGHT FORWARDER PVT LTD,2016,23.0
INTER GLOBE MARINE AGENCIES PVT LTD,2016,23.0
THREE ACES GLOBAL LOGISTICS PVT LTD,2016,23.0
PINGYE FOREIGN TRANSPORTATION CORP,2016,23.0
MOHAMED ALI AWS USED AUTO SPARE,2016,23.0
Tred Earth Limited,2015,23.0
Green Christmas Trees Ltd,2013,23.0
Climate Heroes - 21.05.11,2018,23.0
LEE TENG KOON NURSERY,2010,23.0
Anne Blom StÃ¤d & Service AB,2016,23.0
The Beverley Building Society,2008,23.0
Andrew Warren,2012,23.0
on behalf of customer 10931 - nature.io 2020,2018,23.0
Repsol Butano S.A. (Universidad de Zaragoza),2013,23.0
Grupo RPP,2010,23.0
Tred Earth Limited,2014,23.0
SPACAMP 2022 Wilhelmshaven,2007,23.0
CHINA INTERNATIONAL FREIGHT CO LTD,2017,23.0
MARATHON AIRLINES AEROPORIKI AE,2019,23.0
Beam Suntory 300146-116US,2017,23.0
"DAIDO GAS INDUSTRY CO.,LTD.",2018,23.0
"National Petroleum Special Measurement and Testing Technical Committee 2024 Annual Meeting from January 9 to January 11, 2025",2012,23.0
REMAX SAPPHIRE,2017,23.0
TUTICORIN LOGISTICS PRIVATE LIMITED,2016,23.0
JAK MARITIME & LOGISTICS IND P LTD,2016,23.0
FOSHAN GUANGCHENG ALUMINIUM CO LTD,2016,23.0
SATGURU CARGO & AIR FREIGHT LLC,2016,23.0
PT SAMPOERNA INDONESIA SEMBILAN,2017,23.0
Cleveland Containers,2014,23.0
Inverto,2012,23.0
LinkÃ¶pings universitet,2016,23.0
Go Green Experts Ltd,2016,23.0
Becker ENT,2018,23.0
UNIPEARL BUSINESS & LOGISTICS CO LTD,2016,23.0
The Energy Project Pty Ltd,2019,23.0
Adam Henson,2012,23.0
富采投資控股股份有限公司,2015,23.0
Craggs Energy Ltd,2015,23.0
PwC Argentina,2020,23.0
LEAAP INTERNATIONAL PRIVATE LIMITED,2017,23.0
SHREE ULKA LLP,2017,23.0
Carbon Positive KC (a program of Foundation for Regeneration),2017,23.0
LINS AGROINDUSTRIAL SA-35.637.796/0001-72,2017,23.0
BOONBOO,2021,23.0
"STATE GRID YINGDA INVESTMENT CO., LTD.",2013,23.0
SPE Brazil,2011,23.0
"Lingang Group Green and Low-Carbon Exhibition Area of 2024 Shanghai lnternational Carbon Neutrality Expo in Technologies, Products and Achievements",2012,23.0
Samotics,2012,23.0
AGRI SYNERGIE SAS,2017,23.0
Quality by Randomization Ltd (T/A Protas),2011,23.0
STUDIOS Architecture - San Francisco,2016,23.0
Banco BTG Pactual,2013,23.0
Martin F,2008,23.0
Space HR,2008,23.0
Praxis Dr. Hauser,2009,23.0
GENERAL MOTORS DO BRASIL LTDA,2016,23.0
"Zhuzhou Zhishang Environmental Service Co., Ltd.",2017,23.0
ALLI LOGISTICA INTEGRADA LTDA,2019,23.0
"PERIC Hydrogen Technologies Co., Ltd.",2015,23.0
Climate Heroes - 20.09.28,2018,23.0
Gaytimes 2020,2015,23.0
Robson Petersen do Amaral,2014,23.0
FREIGHT MART LOGISTICS PVT LTD,2016,23.0
MI TRANS INTERNATIONAL,2016,23.0
ABANCHY CEYLON PVT LTD,2016,23.0
MORRIS GROUP CO LTD,2016,23.0
ABRECO FREIGHT LLC,2016,23.0
Climate Heroes - 22.01.27,2018,23.0
Climate Heroes - 22.03.09,2018,23.0
Anthesis Lavola retired on behalf of EV000120200011,2015,23.0
TONG BEE SIA - 389481,2010,23.0
TEPPEI PTE LTD,2010,23.0
Massman Tucky Holdings,2016,23.0
Red Inc,2008,23.0
Paranoid Filmes,2016,23.0
LDC Brasil,2017,23.0
K-Garden Karaoke Pte Ltd,2010,23.0
"Spirit Sports (Singapore) Pte Ltd (118530, #03-06)(118530, #03-07)",2010,23.0
E TECH CONSTRUCTION PTE LTD,2010,23.0
SP Arte,2011,23.0
Flyklubben Fly 1912 Lillestrøm Norway,2015,23.0
ABRAFAC,2003,23.0
PKF Littlejohn,2018,23.0
Camarote Bar Brahma 2024,2014,23.0
SPEEDWAYS LOGISTICS PRIVATE LIMITED,2016,23.0
SIDDHIVINAYAK GLOBAL CARGO,2016,23.0
SINOTRANS LIMITED,2016,23.0
Lexxola,2014,23.0
Justin Goulding,2017,23.0
Wernick Power Solutions,2016,23.0
ZHONGSHAN UNITED LOGISTICS LTD,2016,23.0
CEVA FREIGHT GERMANY GMBH,2016,23.0
Co2mission Platform Clients,2018,23.0
PUSH MATCHA COMERCIO DEPRODUTOS SAUDAVEIS LTDA,2012,23.0
The Mayne Veterinary Clinic,2012,23.0
Brenda Butz,2011,23.0
Emily Segal,2011,23.0
RL,2009,23.0
Snowberry New Zealand Ltd (product),2009,23.0
"GreenHungry Veggies, Inc.",2017,23.0
Sas Institute BV,2015,23.0
Dave Lommen,2015,23.0
iFood,2011,23.0
RL Higiene,2003,23.0
Climate Heroes - 21.10.08,2018,23.0
Climate Impact X Pte. Ltd.,2017,23.0
EcoOnline AB,2016,23.0
Gatehouse Bank,2012,23.0
ESSEC,2009,23.0
Fujitsu UK,2019,23.0
Hitachi High- Tech Corporation Saitama site,2020,23.0
OPPA82 PTE LTD,2011,23.0
MLP Law Limited,2015,23.0
Minerva SA,2014,23.0
PT MARITIM INTERNASIONAL TRANSPOR,2017,23.0
Música de la Tierra,2011,23.0
CO2-Ausgleich der HEAG HOLDING AG - Beteiligungsmanagement der Wissensschaftsstadt Darmstadt (HEAG) aus dem Energie- und Klimabericht 2021,2012,23.0
Grit Palace,2021,23.0
"Shanghai Huzheng Connector Co., Ltd",2019,23.0
Salesforce,2015,23.0
Hilton Customers for Carbon Neutral Meetings January 2024,2013,23.0
Oulun Matkailu Oy,2007,23.0
Eneco Business (December 2012),2008,23.0
CIRCULO MOVEIS EIRELI,2018,23.0
TWM TRANSPORTES ESPECIAIS LTDA,2019,23.0
220kV Foshan Substation (220kV佛山变电站),2022,23.0
ALAGEV,2021,23.0
gabriel pessoa awad,2014,23.0
SHENZHEN WONDER TRANSPORT CO LTD,2016,23.0
GROHE Nordic & Baltic,2012,23.0
SkÃ¶vdevillan AB,2016,23.0
Privatpersoner Oktober 2020,2016,23.0
Maglificio Po S.r.l.,2013,23.0
Anthony Bagshaw - Personal Carbon Footprint,2008,23.0
SINORICH TRANSENVPORT LTD,2016,23.0
Salesforce,2017,23.0
Dove Medical Press (NZ) Limited,2011,23.0
Spiecapag MOSA JV Ltd,2020,23.0
Kingraf,2011,23.0
MAFFI LEONEL Y CECILIA PRATO SH,2010,23.0
The Smith Family,2014,22.0
Guangdong green gold jewelry limited company,2012,22.0
32 rum & kök,2012,22.0
Stand For Trees March,2012,22.0
Casa Santa Luzia,2011,22.0
Garrison Technology Ltd,2016,22.0
Evolve OOH Ltd,2015,22.0
Mount Faber Leisure Group Pte. Ltd.,2017,22.0
Avantis Systems Limited,2014,22.0
Joke Hoffman,2015,22.0
Atomic Hub,2017,22.0
Paragon Customer Communications,2016,22.0
Alsco & Fresh and Clean,2016,22.0
Viação Ouro e Prata,2016,22.0
HAPPYLUDIC,2016,22.0
BOUYGUES TELECOM SA,2019,22.0
Editora Fórum,2016,22.0
"Indian Cooked Food Catering Service (738323, #04-61)",2010,22.0
Havas Lynx,2017,22.0
GEODIS INDIA PVT LTD,2017,22.0
